,id,Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic
166,tt14764464,Code 8: Part II,2024,"Action, Crime, Drama",,0,6.4038,"XYZ Films,Collective Pictures",0,101,5.7/10,73%,40/100
167,tt30180830,Sasquatch Sunset,2024,"Action, Adventure, Comedy","$1,008,662",0,0.8962,"Square Peg,Felix Culpa,The Space Program,ZBI",897669,88,5.4/10,72%,
168,tt21626774,Sector 36,2024,"Crime, Drama, Thriller",,0,1.4472,"Maddock Films,Jio Studios",0,124,7.1/10,47%,
169,tt3468380,Which Brings Me to You,2023,Romance,,0,4.3353,"BCDF Pictures,Anonymous Content,Mister Smith Entertainment,TPC",0,98,5.6/10,71%,52/100
170,tt27417166,Crossing,2024,Drama,"$74,604",0,2.5687,"French Quarter Film,Adomeit Film,Easy Riders Films,1991 Productions,Bir Film,SVT,RMV Film",366394,106,7.5/10,97%,83/100
171,tt32245158,Justice,2024,"Crime, Drama",,0,2.0962,MAG Entertainment,0,114,6.3/10,,
172,tt15097216,Jai Bhim,2021,"Crime, Drama",,0,3.8817,2D Entertainment,0,164,8.7/10,100%,
173,tt31015278,My Favourite Cake,2024,"Comedy, Drama, Romance",,0,1.8551,"FilmSazan Javan,Caractères Productions,HOBAB,Watchmen Productions",0,97,7.5/10,100%,
174,tt14483774,Shortcomings,2023,"Comedy, Drama, Romance","$675,257",0,1.1075,"Topic Studios,Tango Entertainment,Roadside Attractions,Imminent Collision,Picture Films",666482,92,6.4/10,85%,67/100
175,tt6975842,Bloody Axe Wound,2024,"Comedy, Horror",,0,1.3099,"Off Label HV,Mischief Farm",76178,83,,27%,
176,tt12930350,My Spy: The Eternal City,2024,"Action, Comedy",,0,6.955,"STXfilms,MWM Studios,Good Fear,Dogbone Entertainment,Amazon MGM Studios",0,112,5.7/10,23%,36/100
177,tt26744289,Infested,2023,Horror,,0,3.0516,"My Box Films,Tandem,France Télévisions,Impact Film,Cinécap 6,Cinéaxe 5,Cofimage 34,SG Image 2022,Indéfilms 12",2110014,106,6.2/10,95%,
178,tt21997328,Her Body,2023,"Biography, Drama",,0,1.8843,Cineart TV Prague,929614,106,5.7/10,,
179,tt14452174,Soundtrack to a Coup d'Etat,2024,Documentary,"$87,140",0,2.1821,"Onomatopee Films,Warboys Films,Zap-O-Matik,ZKM Karlsruhe,BALDR,RTBF,VRT",311457,150,8.1/10,97%,
180,tt8296030,You Won't Be Alone,2022,"Drama, Fantasy, Horror","$264,055",0,3.1047,"Causeway Films,Head Gear Films,Metrol Technology",125000,108,6.4/10,93%,82/100
181,tt10831486,Levels,2024,"Action, Sci-Fi, Thriller",,0,10.8221,"Farpoint Films,Middle Child Films Inc.",0,92,5.0/10,,
182,tt6571548,The White Tiger,2021,"Crime, Drama",,0,4.0367,"Lava Media,Noruz Films,ARRAY Filmworks",0,125,7.1/10,91%,76/100
183,tt11278476,Rescued by Ruby,2022,"Biography, Drama, Family",,0,3.329,Fezziwig Studios,0,93,7.2/10,88%,
184,tt21434318,The Underdoggs,2024,"Comedy, Sport",,30000000,2.7521,"Death Row Pictures,Khalabo Ink Society,SMAC Entertainment,Panoramic Media Company,Metro-Goldwyn-Mayer",0,96,5.6/10,42%,39/100
185,tt12573480,Hold Your Breath,2024,"Drama, Horror, Thriller",,0,5.9012,"Secret Engine,Mad Dog Films,Searchlight Pictures",0,94,5.3/10,40%,45/100
186,tt27995594,Munjya,2024,"Comedy, Horror",,3592556,2.4559,Maddock Films,15743613,121,6.4/10,56%,
187,tt6879446,Hidden Strike,2023,"Action, Adventure, Comedy",,80000000,6.4102,"Talent International Media,XYZ Films,Changchun Film Studio,Huaxia Film Distribution,Flame Pictures Company,Epitome Capital,Taurus Film",0,103,5.4/10,25%,
188,tt14060094,Blacklight,2022,"Action, Drama, Thriller","$9,591,094",43000000,10.7136,"The Solution,Zero Gravity Management,Film Victoria,Lightstream Entertainment,Screen Australia,Footloose Productions,Sina Studios,Fourstar Film Partners Production,Elevate Production Finance,Monty the Dog Productions",15902207,104,4.8/10,12%,27/100
189,tt28490044,Evil Does Not Exist,2023,Drama,"$831,685",0,1.5385,"Neopa,Fictive",0,106,7.0/10,91%,83/100
190,tt13923456,Mafia Mamma,2023,"Action, Comedy, Crime","$3,496,761",41000000,4.4345,"Idea(L),Vocab Films,New Sparta Films,Ingenious Media,Lipsync Productions,Cornerstone Films",3900000,101,5.4/10,21%,42/100
191,tt23939106,Ponyboi,2024,Drama,,0,3.0843,"30K FT,Tideline Entertainment",0,103,5.8/10,83%,
192,tt16606592,The Animal Kingdom,2023,"Adventure, Drama, Horror","$11,767",15200000,4.9447,"StudioCanal,Nord-Ouest Films,France 2 Cinéma,Artémis Productions",9138503,127,6.7/10,83%,69/100
193,tt10551654,Under the Boardwalk,2023,"Animation, Adventure, Comedy",,0,4.8868,"Paramount Animation,Big Kid Pictures,DNEG",0,83,5.9/10,,
194,tt6506264,The Colony,2021,"Action, Adventure, Sci-Fi",,0,4.2644,"BerghausWöbke Filmproduktion,Vega Film,Constantin Film,Studio Babelsberg,SRF,SRG SSR",328914,104,5.4/10,54%,52/100
195,tt10381102,Brave the Dark,2023,Drama,,200000,3.9599,"Inspiring Films,Make Films,Triode Media",4529925,110,,74%,
196,tt9663896,Asphalt City,2023,"Drama, Thriller","$220,970",0,4.6234,"Sculptor Media,Projected Picture Works,AZA Films,Two & Two Pictures,FilmNation Entertainment",488002,120,6.1/10,47%,47/100
197,tt10719958,The Birthday Cake,2021,"Crime, Thriller",,0,3.2908,"Purpose Films,Artemis,SSS Entertainment,Foton Pictures,Screen Media Films",0,93,4.4/10,23%,58/100
198,tt29722945,Don't Turn Out the Lights,2023,Horror,,0,1.1224,"Film Mode Entertainment,Oops Doughnuts Productions",0,109,3.6/10,,
199,tt6402468,Blood Red Sky,2021,"Action, Drama, Horror",,17739525,7.1451,"Rat Pack Filmproduktion,Sirena Film",0,123,6.1/10,81%,43/100
200,tt33701992,2nd Miracle in Cell No. 7,2024,"Comedy, Drama, Family",,0,4.9162,Falcon Pictures,0,147,,,
201,tt2347285,The Best Christmas Pageant Ever,2024,"Adventure, Comedy, Drama","$40,048,808",10000000,4.967,"Kingdom Story Company,FletChet Entertainment,Lionsgate,Lumenas Studios,Media Capital Technologies",40262167,99,6.8/10,92%,60/100
202,tt15333788,Out of the Blue,2022,"Crime, Drama, Mystery",,0,3.3445,"BondIt Media Capital,Contemptible Entertainment,The Squid Farm",0,105,4.3/10,20%,39/100
203,tt31778094,Adult Best Friends,2024,Comedy,,0,4.165,Before the Door Pictures,0,90,,90%,
204,tt12229370,Mothering Sunday,2021,"Drama, Romance","$275,352",0,4.4036,"Number 9 Films,Film4 Productions,BFI,Lipsync Productions,ZDF/Arte",2260859,104,6.0/10,77%,66/100
205,tt27804552,Dead Money,2024,Thriller,,0,2.2073,Samuel Goldwyn Films,0,100,,25%,
206,tt9419056,The Unholy,2021,"Drama, Horror, Mystery","$15,532,137",10000000,6.6434,"Ghost House Pictures,Screen Gems",30832137,99,5.1/10,28%,36/100
207,tt34524464,Kabitan,2024,Drama,,0,0.9744,Vivamax,0,64,,,
208,tt9000184,Goodnight Mommy,2022,"Crime, Drama, Horror",,0,3.1923,"Animal Kingdom,Playtime",0,91,5.7/10,37%,45/100
209,tt18079362,80 for Brady,2023,"Comedy, Drama, Sport","$39,330,588",28000000,6.6682,"199 Productions,Watch This Ready,Fifth Season,Tempesta Films",29637811,98,5.9/10,59%,52/100
210,tt3706352,All the Old Knives,2022,"Mystery, Thriller",,0,3.0559,"Barry Linen Motion Pictures,Chockstone Pictures,Jackson Pictures,Nick Wechsler Productions",0,101,6.1/10,63%,62/100
211,tt13694628,Nitram,2021,"Crime, Drama, Thriller",,0,2.1939,"Good Thing Productions,Stan",0,112,7.1/10,92%,81/100
212,tt29722855,Badland Hunters,2024,"Action, Adventure, Crime",,0,8.2741,"Climax Studios,Big Punch Pictures,Nova Film",0,107,5.9/10,67%,54/100
213,tt14852624,Stopmotion,2023,"Horror, Thriller","$789,226",0,3.311,"BlueLight,BFI",778500,94,5.6/10,91%,65/100
214,tt10698680,K.G.F: Chapter 2,2022,"Action, Crime, Drama","$2,874,000",13000000,4.7236,"Hombale Films,Vaaraahi Chalana Chitram",90410749,168,8.2/10,47%,
215,tt27118357,Amaran,2024,"Action, Biography, Drama",,14700000,47.0715,"Raajkamal Films International,Sony Pictures International Productions",39200000,169,8.2/10,,
216,tt7504818,Ron's Gone Wrong,2021,"Animation, Adventure, Comedy","$23,009,270",0,12.0762,"Locksmith Animation,TSG Entertainment,DNEG",60692022,107,7.1/10,,65/100
217,tt30007864,The American Society of Magical Negroes,2024,"Comedy, Fantasy","$2,480,645",0,1.688,"Sight Unseen Pictures,Juba Lane",2480645,105,3.7/10,25%,50/100
218,tt14592064,Home Team,2022,"Comedy, Sport",,0,4.299,"Hey Eddie,Happy Madison Productions",0,95,6.0/10,22%,23/100
219,tt4733624,Fatherhood,2021,"Comedy, Drama",,0,7.2628,"Columbia Pictures,Higher Ground,Bron Studios,Temple Hill Entertainment,HartBeat Productions,Free Association",0,109,6.6/10,67%,53/100
220,tt34328066,Love Across Time,2024,Romance,,0,1.1009,"Silver Peak Productions,Candlelight Media Group,SunWorld Pictures",0,90,7.1/10,,
221,tt15838850,The Roundup,2022,"Action, Adventure, Crime","$812,859",7600000,8.6155,"BA Entertainment,Hong Film,Big Punch Pictures",101166707,106,7.0/10,96%,
222,tt6881490,Sound of Hope: The Story of Possum Trot,2024,Drama,"$11,647,099",8500000,2.0747,"Peacetree Productions,3.16 Productions,The Daily Wire",11721425,130,7.2/10,83%,
223,tt21905744,The Front Room,2024,"Horror, Thriller","$3,092,269",3500000,5.936,"A24,2AM,Two & Two Pictures",3165361,95,4.6/10,41%,49/100
224,tt22299436,The Astronaut Lovers,2024,"Comedy, Drama, Romance",,0,1.3082,"Sombracine Producciones,Mr. Miyagi",0,111,7.4/10,,
225,tt14456350,About Fate,2022,"Comedy, Romance","$8,688",0,4.9872,"Aldamisa Entertainment,American International Pictures,Contentious Media,Vincent Newman Entertainment",504843,100,6.4/10,63%,
226,tt8893974,Passing,2021,"Drama, Mystery, Thriller",,0,2.8046,"Picture Films,Significant Productions,Flat Five Productions,Hungry Bull Productions,Film4 Productions",0,98,6.6/10,91%,85/100
227,tt13141250,The Ritual Killer,2023,"Crime, Mystery, Thriller",,7000000,3.6993,"Wonderfilm Media,Black Diamond Films",0,92,4.3/10,10%,
228,tt12965390,Perfect Addiction,2023,"Action, Drama, Romance",,0,6.3638,"Constantin Film,JB Pictures,Spark Productions",0,97,5.5/10,,
229,tt6176336,Hagen,2024,"Action, Drama, Fantasy",,0,2.3353,"Constantin Film,Wilma Film",0,135,6.5/10,,
230,tt28105944,Through My Window: Looking at You,2024,"Comedy, Drama, Romance",,0,8.9711,"Nostromo Pictures,Wattpad WEBTOON Studios",0,105,5.4/10,,
231,tt6341832,Oxygen,2021,"Drama, Fantasy, Sci-Fi",,0,3.1421,"Getaway Films,Echo Lake Entertainment",0,100,6.5/10,90%,67/100
232,tt9201772,Mending the Line,2022,Drama,"$379,890",0,2.473,"ArtImage Entertainment,CKM Entertainment,August Point Productions,Storm Castle Creative,Meydenbauer Entertainment,Whippoorwill Productions",359869,117,6.7/10,77%,56/100
233,tt6689014,She Came to Me,2023,"Comedy, Drama, Music","$733,978",0,3.4183,"Round Films,Killer Films,Somewhere Pictures,AI Film",0,102,6.0/10,48%,53/100
234,tt14263888,Midnight Taxi,2024,"Crime, Mystery, Thriller",,0,1.1605,Little Nipper Productions,0,97,,,
235,tt14813212,The Munsters,2022,"Comedy, Family, Fantasy",,0,3.4004,"Universal 1440 Entertainment,Spookshow International",0,110,4.5/10,55%,57/100
236,tt19623228,Godland,2022,Drama,"$60,735",5000000,1.7395,"Maneki Films,Snowglobe,Join Motion Pictures,Film i Väst,Garagefilm International",1560518,143,7.1/10,92%,81/100
237,tt10354106,Stars at Noon,2022,"Drama, Romance, Thriller",,0,2.1248,"Curiosa Films,ARTE France Cinéma,Ad Vitam Production,Hypatia Films,Barnstormer Productions",0,138,5.5/10,63%,64/100
238,tt10023022,Clean,2021,"Action, Crime, Drama","$318,877",0,5.0524,Fable House,0,93,5.6/10,46%,44/100
239,tt15685360,You Gotta Believe,2024,"Family, Sport","$1,398,975",0,2.5279,"Santa Rita Film Co.,Media Finance Capital",1369201,104,5.4/10,55%,
240,tt12704978,Audrey's Children,2024,"Biography, Drama",,0,1.3724,"Emblem Entertainment,Amasia Entertainment,Resonate Entertainment",0,100,,,
241,tt22815732,Tokyo Cowboy,2023,Drama,"$149,575",0,1.6903,Salaryman Film LLC,230062,118,7.4/10,91%,
242,tt27047448,Til Death Do Us Part,2023,"Action, Comedy, Horror",,0,3.2199,"Born to Burn Films,BondIt Media Capital,Buffalo 8,Status Media & Entertainment",0,109,3.8/10,35%,
243,tt9054192,Queenpins,2021,"Comedy, Crime",,7000000,5.9643,"AGC Studios,Marquee Entertainment,Red Hour,STXfilms",0,110,6.4/10,48%,45/100
244,tt26915336,Mars Express,2023,"Animation, Action, Mystery","$200,581",7900000,2.319,"Gébéka Films,Je suis bien content,Les Productions de la Plume,Amopix,France 3 Cinéma,Everybody on Deck,Ev.L Prod,Shine Conseils",1455713,89,7.5/10,100%,76/100
245,tt11952606,Easter Sunday,2022,Comedy,"$13,013,690",17000000,4.9529,"DreamWorks Pictures,Rideback",13071438,96,5.3/10,40%,41/100
246,tt15181360,Rez Ball,2024,"Drama, Sport",,0,4.5544,"Wise Entertainment,Chernin Entertainment,Lake Ellyn Entertainment,The SpringHill Company",0,113,6.3/10,94%,69/100
247,tt27786496,Don't Mess with Grandma,2024,"Action, Comedy, Thriller",,1500000,2.7699,"Tubi,Raven Banner Entertainment",0,81,,,
248,tt11307724,John and the Hole,2021,"Drama, Horror, Thriller","$25,386",0,4.572,"3311 Productions,Mutressa Movies",25386,103,5.2/10,,61/100
249,tt15393652,Eismayer,2022,"Biography, Drama, History",,0,1.837,"Golden Girls Filmproduktion,Loco Films,Film Fonds Wien,OFI,Film Industry Support Austria",0,87,7.0/10,90%,
250,tt10418662,Awake,2021,"Action, Adventure, Drama",,0,3.9759,"Entertainment One,Paul Schiff Productions",0,96,4.9/10,22%,35/100
251,tt21293676,Scorpio Nights 3,2022,Thriller,,0,4.603,"Viva Films,Vivamax",0,112,5.5/10,,
252,tt11729298,American Underdog,2021,"Biography, Drama, Romance","$26,514,814",25000000,5.9444,"Lionsgate,City on a Hill Productions,Kingdom Story Company",26514814,112,7.1/10,75%,53/100
253,tt13605284,A Mistake,2024,"Drama, Thriller","$30,212",0,2.2253,"New Zealand Film Commission,GFC Films,Ingenious Media,Cornerstone Films,Images & Sound,Matthew Metcalfe Productions",32811,101,5.3/10,74%,
254,tt10451914,Outside the Wire,2021,"Action, Adventure, Fantasy",,0,5.75,"Inspire Entertainment,Automatik Entertainment,Leeding Media,42",0,116,5.4/10,37%,45/100
255,tt18077924,Poolman,2023,"Comedy, Mystery","$131,000",10000000,4.1458,"AGC Studios,Barry Linen Motion Pictures,Brickell & Broadbridge International,CatchLight Studios,Shiny Penny Productions,Wicious Pictures",158933,100,4.0/10,24%,
256,tt29685033,Murder Company,2024,"Action, War",,0,0.7142,"Maverick Film,Complex Corp",0,86,3.6/10,67%,
257,tt14402146,Empire of Light,2022,"Drama, Romance","$1,177,577",13500000,5.477,"Searchlight Pictures,Neal Street Productions,TSG Entertainment",11395604,115,6.7/10,45%,54/100
258,tt14043818,All Eyes Off Me,2021,"Comedy, Drama",,0,2.0206,,0,88,5.6/10,100%,
259,tt28821588,The Soul Eater,2024,"Crime, Horror, Mystery",,3500000,6.5788,"Phase 4 Productions,Place du Marché Productions,uMedia,Star Invest Films Production,Région Grand Est,Amazon Studios France,OCS,uFund,France Télévisions,Palatine Étoile 8,SG Image 2021,Conseil Département Du Loir-Et-Cher,CNC,WTFilms,Dark Sky Films",864825,111,6.0/10,80%,
260,tt15096128,Crush,2022,"Comedy, Romance",,0,7.917,"Animal Pictures,American High,Depth of Field,LD Entertainment,3 Arts Entertainment",0,92,6.3/10,82%,56/100
261,tt21833834,Limbo,2023,"Crime, Drama, Mystery","$45,272",0,0.9298,"Bunya Productions,Windalong Films",0,108,6.1/10,91%,78/100
262,tt27757805,Baby John,2024,"Action, Drama, Thriller",,21176000,5.4391,"Cine1 Studios,A for Apple Studios,Jio Studios,Vipin Agnihotri Films",6941000,162,6.4/10,31%,
263,tt11762434,Cosmic Sin,2021,"Action, Sci-Fi",,20000000,4.8173,"308 Enterprises,BondIt Media Capital,Buffalo 8,The Exchange",349757,88,2.5/10,6%,9/100
264,tt9115530,The Eyes of Tammy Faye,2021,"Biography, Drama, Romance","$2,404,127",0,4.8411,"Freckle Films,MWM Studios,Searchlight Pictures,Semi-Formal Productions,Talent One",2404127,126,6.6/10,67%,55/100
265,tt20168564,Alienoid,2022,"Action, Adventure, Fantasy","$168,309",24500000,13.4012,Caper Film,12109608,142,6.3/10,86%,54/100
266,tt26902267,The Vampire Next Door,2024,Horror,,0,1.2308,New Zealand Son Films,0,111,4.7/10,,
267,tt10121392,Thunder Force,2021,"Action, Adventure, Comedy",,0,4.018,"Marc Platt Productions,On the Day",0,107,4.6/10,22%,34/100
268,tt17633634,Bosco,2024,"Drama, Thriller",,0,3.1853,"The Exchange,Sugar Studios LA",0,99,5.6/10,71%,
269,tt18550140,Holy Spider,2022,"Crime, Drama, Thriller","$307,188",0,2.9263,"Profile Pictures,One Two Films,Nordisk Film Sweden,Goodfellas,Film i Väst,Why Not Productions,ZDF/Arte,ARTE France Cinéma,The Imaginarium Films,Rotor Film",1252637,118,7.3/10,82%,66/100
270,tt16252698,Passages,2023,"Drama, Romance","$551,611",0,4.0307,"SBS Productions,KNM",1103374,92,6.6/10,95%,80/100
271,tt19995770,Being Maria,2024,"Biography, Drama, History",,0,4.9352,"Fin Août Productions,Tarantula,Orange Studio,Les Films de Mina,StudioCanal,Moteur s'il vous plaît",0,100,6.1/10,63%,54/100
272,tt26424937,Anthem,2023,"Documentary, Music",,0,0.5097,"Onyx Collective,Proximity Media,This Machine Filmworks",0,98,3.9/10,63%,
273,tt16492678,Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,"Animation, Action, Fantasy",,0,4.1366,ufotable,67358,87,8.5/10,,
274,tt1659324,Depravity,2024,"Crime, Drama, Mystery",,0,2.2619,BondIt Media Capital,0,112,4.3/10,,
275,tt30835291,Swamp Dogg Gets His Pool Painted,2024,"Documentary, Comedy, Music",,0,1.0844,,0,97,,,
276,tt20102596,"LaRoy, Texas",2023,"Comedy, Crime, Thriller",,0,3.1252,"Lotus Entertainment,Adastra Films",0,110,6.5/10,98%,69/100
277,tt27858066,Standing on the Shoulders of Kitties,2024,"Comedy, Music",,0,1.9576,"Blue Fox Entertainment,BATS",210000,112,,,
278,tt13109952,The Trip,2021,"Action, Comedy, Horror",,0,3.8757,"74 Entertainment,XYZ Films",0,115,6.9/10,83%,
279,tt14729020,Double Blind,2023,"Horror, Thriller",,0,4.2766,"Epic Pictures Group,Failsafe Films",0,90,5.6/10,100%,
280,tt13991504,Bitch Ass,2022,"Crime, Horror",,0,1.2324,,0,83,4.1/10,70%,60/100
281,tt6708668,Black Crab,2022,"Action, Adventure, Drama",,0,4.3722,Indio Film,0,109,5.7/10,53%,54/100
282,tt21469794,Space Cadet,2024,Comedy,,0,2.4296,"Stampede Ventures,Amazon MGM Studios",0,110,5.0/10,29%,40/100
283,tt10280296,Sardar Udham,2021,"Biography, Crime, Drama",,0,3.0024,"Kino Works,Rising Sun Films,MD Trade,Alchemie Overseas",0,162,8.3/10,95%,
284,tt28494829,Officer Black Belt,2024,"Action, Comedy, Crime",,0,7.4524,"Climax Studios,STUDIO706",0,108,6.8/10,,
285,tt5153956,Last Sentinel,2023,"Drama, Horror, Mystery",,0,11.1459,"Allfilm,Sentinel Entertainment,Kick Film,CrossDay Productions,Stigma Films,Tallifornia,Head Gear Films,Altitude Film Entertainment,BR,ARTE",0,112,4.9/10,,
286,tt15215512,A Perfect Pairing,2022,"Comedy, Romance",,0,3.3502,"DAE Light Media,Hoodlum Entertainment,Front Row Films",0,101,6.1/10,50%,55/100
287,tt14641542,The Eight Mountains,2022,Drama,"$302,456",0,2.6962,"Pyramide Productions,Vision Distribution,Menuet,Wildside,Elastic Film,Rufus",9494985,147,7.7/10,90%,78/100
288,tt29793628,Believer,2024,"Horror, Mystery, Thriller",,0,1.6941,Ignition Media and Entertainment,0,108,4.9/10,,
289,tt14603848,Overlord: The Sacred Kingdom,2024,"Animation, Action, Adventure","$1,650,280",0,16.4522,"KADOKAWA,Madhouse,Bit grooove promotion,Hakuhodo DY Music & Pictures,AT-X,NTT Docomo",7614966,134,7.1/10,,
290,tt11196036,The Card Counter,2021,"Crime, Drama, Thriller","$2,657,850",0,6.724,"Redline Entertainment,LB Entertainment,Enriched Media Group,One Two Twenty Entertainment,Saturn Streaming,Astrakan Film AB,Grandave Capital",5040860,111,6.2/10,,78/100
291,tt6805938,The Ledge,2022,"Action, Adventure, Thriller",,2500000,4.7891,"Head Gear Films,Metrol Technology,Kreo Films,Trigger Films,Red Production,Evolution Pictures",0,86,5.1/10,31%,
292,tt21987878,Day of the Fight,2023,"Drama, Sport","$76,295",0,2.0136,"Day of the Fight Inc.,Productivity Media,CYSA Films,Akrasia Films,SHRINK Media Inc.,First Love Films,Falling Forward Films,Front Porch Pictures",25859,108,7.1/10,85%,66/100
293,tt15353574,Hard Miles,2023,"Drama, Sport","$386,891",0,2.7002,Pensé Productions,375541,109,6.4/10,90%,
294,tt27430566,Andor,2022,Documentary,,0,0.9692,,0,75,,,
295,tt30810792,Kjærlighet (Sex Drømmer Kjærlighet),2024,Drama,,0,1.4945,"ArtHaus,Novemberfilm,Motlys,Viaplay Group",0,119,,,
296,tt16301164,This Time Next Year,2024,"Comedy, Romance",,0,6.2258,"Night Train Media,BlackBox Multimedia,Vargo Film",99296,116,5.6/10,,
297,tt11155912,The Ravine,2021,"Mystery, Thriller",,0,2.0798,,0,121,4.6/10,0%,
298,tt9685342,A Writer's Odyssey,2021,"Action, Adventure, Fantasy","$160,013",0,6.3455,"United Entertainment Partners,华策影业（上海）有限公司,Free Whale Pictures",150123320,130,6.2/10,93%,
299,tt1893273,The Last Letter from Your Lover,2021,"Drama, Romance",,0,6.027,"Blueprint Pictures,The Film Farm",1451974,110,6.7/10,55%,57/100
300,tt29270150,Undercover,2024,Thriller,,0,3.8759,"Bowfinger,Movistar+,Esto También Pasará,Atresmedia,EiTB,Beta Fiction Spain,Film Factory",0,119,7.3/10,,
301,tt4546694,Brain Freeze,2021,"Comedy, Horror",,0,2.3729,"Palomar,Filmoption International",0,91,4.9/10,71%,
302,tt3696180,The Forgiven,2021,Drama,"$340,222",0,3.4269,"House of Un-American Activities,Brookstreet Pictures,Assemble Media,Kasbah Films,Lipsync Productions,Roadside Attractions,Vertical,Focus Features,Film4 Productions,BFI",0,117,6.1/10,69%,59/100
