Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Dicks: The Musical,2023,"Comedy, Musical","$1,453,012",8.0,3.3798,"A24,Chernin Entertainment",1.472114,86,53.0,68.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Five Devils,2022,"Drama, Fantasy, Romance","$46,666",3.37,1.5906,"F Comme Film,Le Pacte,Wild Bunch,Auvergne-Rhône-Alpes Cinéma,Trois Brigands Productions",0.046666,96,67.0,85.0,68.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Cairo Conspiracy,2022,"Drama, Thriller",,7.047,1.6034,"Atmo Production,Memento Films Production,Bufo,ARTE France Cinéma,Final Cut for Real,Mikael Ahlström Films,Haymaker,Film i Väst,SVT",3.646605,121,70.0,85.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Amazing Maurice,2022,"Animation, Adventure, Comedy","$4,303,645",17.0,4.4699,"Ulysses Filmproduktion,Cantilever Media,Narrativia,Studio Rakete,Squeeze,Red Star 3D,Telepool,Global Screen,Creative Europe Media,Sky Original Productions",21.110363,93,62.0,73.0,53.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mascarade,2022,"Crime, Drama",,14.0,1.2577,"Les Films du Kiosque,Orange Studio,Pathé,TF1 Films Production,Canal+,Ciné+,uMedia",6.667598,142,64.0,83.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MR-9: Do or Die,2023,"Action, Drama, Thriller","$49,224",6.7,5.5463,"Jaaz Multimedia,Al Bravo Films,Avail Entertainment,Snakebyte Productions and Entertainment Group,Chasing Butterflies Pictures,The Film Post",7.1,107,35.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Paws of Fury: The Legend of Hank,2022,"Animation, Action, Adventure","$17,811,382",45.0,7.7245,"Flying Tigers Entertainment,Aniventure,HB Wink Animation,Cinesite Animation,Align,GFM Animation,Brooksfilms Ltd.,Mass Animation,Blazing Productions,Paramount Pictures,Nickelodeon Movies",42.5,94,58.0,56.0,45.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grave Torture,2024,"Drama, Horror, Thriller",,0.3,3.1545,"Come and See Pictures,Legacy Pictures,Komet Studios,Investasi Film Indonesia,Rapi Films",3.698851,117,63.0,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
School of Magical Animals,2021,"Adventure, Family","$288,414",11.7,1.9175,"Kordes & Kordes Film,Wega Film,Clever Production,Schubert International Filmproduktions,Leonine Studios",22.028248,93,53.0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elyas,2024,"Action, Thriller",,12.46,5.7667,"Récifilms,France 2 Cinéma,Orange Studio",1.35933,99,60.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Canterville Ghost,2023,"Animation, Comedy, Family","$192,310",10.0,9.1381,"Arc Productions,Melmoth Films,Sprout Pictures,D’Arblay Films,Dorado Media and Capital,Align,Space Age Films,Toonz Media Group",2.0,89,59.0,57.0,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIT: The 2nd Case,2022,"Action, Crime, Drama","$600,000",1.8,4.2309,Wall Poster Cinema,5.0,124,71.0,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinning Gold,2023,"Biography, Drama, Music",,27.0,3.6812,"Hero Entertainment Group,The Boardwalk Entertainment Company,Blue Rider Pictures,Atlantic Films,Bay Point Media,Capstone Pictures,Hero Partners,Howling Wolf Productions",0.066284,137,59.0,31.0,42.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Delicious,2021,"Comedy, Drama, History",,5.0,3.9656,"Nord-Ouest Films,SND,France 3 Cinéma,Artémis Productions,RTBF,VOO,BeTV,Shelter Prod",8.356097,112,70.0,100.0,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Die in a Gunfight,2021,"Action, Comedy, Crime",,4.0,3.005,"Align,Digital Ignition Entertainment,Lionsgate",0.031395,92,45.0,16.0,23.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shark Bait,2022,"Horror, Thriller",,5.0,4.108,"Altitude Film Sales,Ingenious Media",1.824152,87,44.0,30.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Slotherhouse,2023,"Comedy, Horror, Thriller",,0.35,1.1518,"Renegade Studios Chicago,Talking Wolf Productions,Buffalo Speedway Film Company,Cinema Relics Productions",0.123,93,46.0,61.0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Haikyu!! The Dumpster Battle,2024,"Animation, Comedy, Drama","$7,071,622",5.0,5.6175,"Production I.G,TOHO,Shueisha,MBS,dentsu,Sony Music Entertainment,movic",100.255784,85,77.0,75.0,67.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Greatest of All Time,2024,"Action, Thriller",,36.0,2.4257,AGS Entertainment,47.7,183,58.0,40.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Creation of the Gods I: Kingdom of Storms,2023,"Action, Adventure, Drama","$1,706,355",85.0,7.9773,"Beijing Culture,Century Changshengtian Film,Tencent Penguin Pictures,Maoyan Entertainment,Huaxia Film Distribution",369.081777,148,67.0,60.0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo,2023,"Action, Crime, Drama",,42.219285,3.227,"Seven Screen Studios,The Route",71.772785,163,72.0,82.0,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2023,"Action, Drama, Thriller",,3.009565,1.0215,"Anto Joseph Film Company,Kavya Film Company",24.07652,150,83.0,100.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Project 'Gemini',2022,"Adventure, Sci-Fi, Thriller",,6.0,4.5437,KD Studios,0.211674,98,35.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Left Behind: Rise of the Antichrist,2023,"Action, Drama, Mystery","$3,649,422",10.0,4.0791,"Stonagal Pictures,101 Films International,Amcomri Entertainment,Cloud Ten Pictures,Polyscope Productions",3.649422,115,45.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
N'avoue jamais,2024,Comedy,,5.0,2.1414,"Nac Films,Mizar Films,France 3 Cinéma,Wild Bunch",6.483501,94,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raayan,2024,"Action, Crime, Drama","$453,000",11.9,1.9533,Sun Pictures,15.0,143,65.0,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Summit of the Gods,2021,"Animation, Adventure, Drama",,9.85,2.135,"Julianne Films,Folivari,Melusine Productions",1.756552,95,75.0,100.0,78.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Glassworker,2024,"Animation, Romance",,0.116,10.5478,Mano Animation Studios,0.108,98,83.0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fremont,2023,Drama,"$271,343",3.0,0.8886,"Butimar Productions,Extra A Productions,Blue Morning Pictures",0.600376,92,69.0,98.0,74.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Duel,2023,"Comedy, Drama",,0.8,1.0979,Pigasus Pictures,7.4,99,44.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drazen,2024,Biography,,1.713,0.8343,"Kinoteka,December,Living Pictures,RTG Features",0.514596,100,68.0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marry My Dead Body,2022,"Action, Comedy, Crime",,1.8744,1.8885,"Calendar Studios,Bole Film,Vie Vision Pictures,Third Man Entertainment,CMC Entertainment,Eastern Broadcasting,Greener Grass Production,Central Motion Picture Corporation",15.410325,129,70.0,70.0,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubi,2023,"Action, Comedy, Drama",,9.6,2.7391,"KADOKAWA,TOHO,L'espace Vision",6.129032,131,65.0,75.0,67.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcarràs,2022,Drama,"$41,093",10.25,1.4557,"Avalon,Vilaüt Films,Kino Produzioni",3.324521,115,70.0,93.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Kumite,2024,Action,,1.303,4.7904,Lowe Media,65.0,105,47.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monica,2022,Drama,"$152,619",1.7,1.7218,"RAI,Propaganda Italia,Fenix Entertainment,Alacran Pictures,Varient,Solo Five Productions,Melograno Films,The Exchange,Cinetrain,Hudson Entertainment",0.182,113,63.0,84.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Umma,2022,"Drama, Horror, Mystery","$2,121,025",3.0,5.9949,"Raimi Productions,Stage 6 Films,Starlight Media",2.1,83,47.0,32.0,51.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Daaaaaali!,2023,"Comedy, Drama","$27,524",6.7,2.1958,"Atelier de Production,France 3 Cinéma",3.829263,77,66.0,95.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Accidental Texan,2023,"Comedy, Drama","$292,687",10.0,1.6027,Julie B. Denny Productions,0.14127,103,58.0,50.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
His Only Son,2023,"Drama, History","$12,392,740",0.25,1.326,"RockBridge Productions,Angel Studios",12.1,104,59.0,91.0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Rise,2022,"Comedy, Drama",,7.78,1.6486,"Ce qui me meut,France 2 Cinéma,StudioCanal,Panache Productions,La Compagnie Cinématographique",11.196824,117,71.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Illusions,2021,"Drama, Romance","$126,391",20.8,3.116,"Curiosa Films,France 3 Cinéma,Pictanovo,uMedia,Gaumont,Gabriel Inc.",8.6,149,74.0,93.0,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Ambush,2021,"Action, Drama, War",,40.0,1.5082,"Image Nation Abu Dhabi,AGC Studios",5.218666,110,61.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Magic Flute,2022,"Adventure, Fantasy, Musical","$141,143",6.5,4.0657,"Flute Film,Bayerischer Banken-Fonds,Centropolis Entertainment,Flimmer Group,TOBIS Film",0.492,125,56.0,50.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Final Cut,2022,"Comedy, Horror","$15,124",4.3,2.0902,"Wild Bunch,La Classe américaine,Getaway Films,BlueLight,Pan-Européenne,ENBU Seminar,GAGA Corporation,France 2 Cinéma",2.046233,110,64.0,71.0,51.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Priyotoma,2023,"Action, Drama, Romance","$132,295",0.23,0.5057,"Versatile Media,Swapna Scarecrow",3.8,142,56.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
November,2022,"Crime, Drama, Thriller",,17.7,2.9148,"Chi-Fou-Mi Productions,Récifilms,uMedia,France 2 Cinéma,uFund,Canal+,La Banque Postale Image,StudioCanal",18.114769,105,67.0,78.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Fortress,2021,"Action, Thriller",,20.0,3.8911,"EFO Films,Grindstone Entertainment Group,Verdi Productions",0.052169,100,33.0,17.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ozi: Voice of the Forest,2023,"Animation, Adventure, Comedy",,37.5,2.7197,"Appian Way,GCI Film,Mike Medavoy Productions,Mikros Animation,GFM Animation",2.779874,87,47.0,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orzel. Ostatni patrol,2022,"Action, Drama, History",,3.1,0.6826,"Di Factory,Impakt Film,Produkcja Filmów Jacek Bławut,Aura Films,Wytwórnia Filmów Dokumentalnych i Fabularnych",0.196401,104,47.0,,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
A Real Job,2023,"Comedy, Drama",,8.2,1.9099,"31 Juin Films,Les Films du Parc,France 2 Cinéma,Le Pacte,Les Films De Benjamin,Canal+,Ciné+,France Télévisions",3.452861,100,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maigret,2022,"Crime, Drama, Mystery",,7.0,1.187,"Ciné-@,F Comme Film,SND,SCOPE Pictures,M6",5.934907,88,59.0,91.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pinocchio: A True Story,2021,"Animation, Family, Fantasy",,6.1,1.3097,"Licensing Brands,Luminescence,Lionsgate",0.822,94,33.0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Kidnapped: The Abduction of Edgardo Mortara,2023,"Drama, History","$36,459",14.1,3.275,"The Match Factory,IBC MOvie,Kavac Film,RAI Cinema,Ad Vitam Production,BR,ARTE France Cinéma",4.123091,134,70.0,86.0,75.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nightsiren,2022,"Drama, Horror, Mystery",,1.72,0.9569,"BFILM,Moloko Film,RTVS",0.094914,110,60.0,100.0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
One Way,2022,"Action, Thriller",,5.0,2.795,"Highland Film Group,Bay Point Media,23ten,Particular Crowd,Streamline Global,Thomasville Pictures,Ignition Film Productions,Source Management + Production,Short Porch Pictures,Baird Film",0.030272,96,41.0,56.0,46.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kanguva,2024,"Action, Adventure, Drama",,37.647,3.9451,"UV Creations,Studio Green",11.882,154,46.0,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adipurush,2023,"Action, Drama",,63.0,4.234,"Retrophiles,T-Series,AA Films,UV Creations,People Media Factory",54.3,179,27.0,7.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
After Death,2023,Documentary,"$11,478,326",40.0,0.9229,"Sypher Studios,Theora Films",11.53768,106,64.0,47.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bade Miyan Chote Miyan,2024,"Action, Adventure, Sci-Fi","$689,505",41.1,2.3445,"Pooja Entertainment,AAZ Films",12.018,164,38.0,17.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Moon,2023,"Action, Adventure, Drama","$92,718",20.0,2.7098,"Blaad Studios,CJ ENM Studios,NaruN,Cinema Plus,Dexter Studios,CJ Entertainment",0.092718,129,58.0,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sight,2023,"Biography, Drama, History","$7,206,741",6.0,3.1729,"Open River Entertainment,Reserve Entertainment",7.206741,103,66.0,76.0,42.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Sheriff,2024,"Action, Adventure, Crime",,1.2,2.7013,"Skop Productions Sdn. Bhd.,Astro Shaw",12.613867,133,69.0,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger 3,2023,"Action, Adventure, Thriller","$5,365,263",38.0,2.3707,"Yash Raj Films,First Step Productions,Etalon-Film,FPS Productions,SK-Film",47.0,155,57.0,55.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Dog's Will 2,2024,"Comedy, Drama, Fantasy",,3.0,6.1864,"H2O Films,Conspiração Filmes",7.2,114,65.0,,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A Difficult Year,2023,Comedy,,13.0,1.8744,"Quad Films,Quad & Ten Cinema,Gaumont,TF1 Films Production",7.004555,120,60.0,50.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Marco Effect,2021,"Crime, Thriller",,8.0,3.6391,"Nordisk Film Denmark,Nadcon Film,ZDF,Det Danske Filminstitut,Nordisk Film & TV Fond,Yousee,TV 2,Státní fond ČR pro podporu a rozvoj české kinematografie,TrustNordisk",0.0393,125,53.0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Marguerite's Theorem,2023,"Comedy, Drama, Mystery",,2.47,2.384,"TS Productions,Beauvoir Films",1.091821,114,68.0,60.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Last Night of Amore,2023,"Drama, Thriller","$3,865",9.5,1.7459,"Vision Distribution,Indiana Production,MeMo Films,Adler Entertainment",3.8,124,71.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Full Time,2021,Drama,"$42,566",3.0,1.2496,"Novoprod,France 2 Cinéma,Haut et Court",0.042566,88,74.0,98.0,83.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhediya,2022,"Comedy, Horror, Thriller",,7.35,2.7044,"Maddock Films,Jio Studios",10.911075,156,67.0,62.0,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Neru,2023,"Drama, Thriller",,1.8051,0.5947,Aashirvad Cinemas,10.2479,152,75.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Lighting up the Stars,2022,"Comedy, Drama",,8.8,1.1405,"Lian Ray Pictures,Zhejiang Hengdian Film Production,China Film Group Corporation,Tianjin Maoyan Weiying Culture Media,Tao Piao Piao,Weibo Corporation",253.816909,112,75.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"My Sailor, My Love",2022,Drama,"$89,237",4.6,1.7686,"Making Movies,Samson Films",0.15918,102,71.0,90.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guntur Kaaram,2024,"Action, Drama",,24.066,2.0851,Haarika & Hassine Creations,20.687449,156,54.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9 Bullets,2022,"Action, Crime, Thriller",,3.0,3.474,"Foresight Entertainment,Pop Films,Screen Media Films",0.193908,96,41.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
God's Not Dead: We the People,2021,Drama,"$1,170,367",5.0,2.4999,"Pure Flix Entertainment,Pinnacle Peak Pictures",1.2,91,42.0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Bombs,2023,"Action, Crime, Thriller",,4.7,1.473,"Visinema Pictures,INDODAX,Legacy Pictures,Volix Pictures,Folkative,INFIA,Barunson E&A",0.953672,143,66.0,50.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Soudain seuls,2023,"Adventure, Drama, Thriller",,22.8,1.5248,"Trésor Films,StudioCanal,Truenorth,Artémis Productions",1.418682,114,61.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ponniyin Selvan: Part I,2022,"Action, Adventure, Drama","$4,282,000",29.5,2.6184,"Lyca Productions,Madras Talkies,Reflection Pictures Studio",59.0,167,76.0,87.0,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaariyan 2,2023,"Comedy, Drama, Musical",,3.012048,0.927,"T-Series,BLM Pictures",0.321687,150,51.0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"20,000 Species of Bees",2023,Drama,,2.0,1.3265,"Gariza Films,Inicia Films,Sirimiri Films,Especies de Abejas,EiTB",1.193593,129,70.0,93.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twin,2022,"Drama, Horror, Mystery",,2.62,2.5051,Don Films,0.492,109,51.0,43.0,40.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
The Universal Theory,2023,"Drama, Mystery, Thriller","$1,981",0.425,1.2165,"ZDF/Arte,ma.ja.de. Fiction,The Barricades,Panama Film,Catpics,ORF,SRF,Neue Visionen,UFO Production",0.561322,118,61.0,70.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Bad Newz,2024,"Comedy, Romance","$1,069,000",9.6,3.2703,"Dharma Productions,Leo Media Collective,Prime Video India",8.5,140,50.0,27.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vicky and Her Mystery,2021,"Adventure, Drama, Family",,6.5,1.7734,"Radar Films,Gaumont,Solar Entertainment,Auvergne-Rhône-Alpes Cinéma",4.181043,84,63.0,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Yolo,2024,"Action, Comedy, Drama","$2,001,584",100.0,2.4865,"Alibaba Pictures Group,Beijing Big Bowl Entertainment Culture Media,China Film Group Corporation,New Classics Media,Tencent Penguin Pictures,Taurus Film",480.6,129,69.0,82.0,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sewu Dino,2023,"Horror, Thriller",,1.230065,1.6677,MD Pictures,4.512749,121,60.0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Goldman Case,2023,"Crime, Drama, History",,2.6,0.9812,"Moonshaker,Tropdebonheur Productions",2.883655,118,70.0,98.0,82.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OMG 2,2023,"Comedy, Drama",,7.5,1.9022,"Viacom18 Studios,Cape Of Good Films,Wakaoo Films",28.0,155,75.0,77.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Block Pass,2024,Drama,,2.5,0.4996,Agat Films & Cie / Ex Nihilo,1.250746,103,,88.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Decibel,2022,"Action, Drama, Thriller","$60,579",8.5,2.679,"East Dream Synopex,Mindmark",6.84397,110,61.0,100.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
